0,1,2,3,4,5,6
225.3,340.25,12.88,48.25,1.68,0.7,1.22
204.01,344.4,7.62,40.94,4.46,0.55,2.88
218.54,327.58,6.94,39.97,7.32,0.48,17.48
224.34,317.32,7.76,41.16,2.73,0.42,38.31
194.21,297.9,12.33,47.45,2.72,0.39,49.18
177.28,249.88,11.77,46.69,1.84,0.4,60.19
157.45,236.9,10.27,44.63,2.01,0.38,73.34
122.27,201.0,9.66,43.72,2.28,0.34,74.97
105.94,153.32,12.41,47.55,2.19,0.3,78.72
88.89,171.28,11.86,46.8,1.63,0.26,76.43
82.89,139.0,11.95,46.92,0.57,0.25,61.89
93.76,160.85,12.04,46.97,0.68,0.27,40.0
99.54,188.2,12.36,47.48,1.16,0.32,13.52
122.03,235.08,12.95,48.37,1.61,0.4,11.53
154.78,271.42,13.05,48.46,1.55,0.45,12.64
164.09,267.5,12.49,47.64,1.35,0.48,6.59
175.02,258.27,12.24,47.33,1.46,0.49,4.2
166.08,239.88,12.04,47.04,1.47,0.49,7.04
172.3,242.25,12.17,47.24,1.53,0.48,10.25
165.77,220.48,12.79,48.09,1.6,0.46,10.51
161.44,204.23,13.5,49.06,1.54,0.44,13.16
156.61,203.22,12.74,48.04,1.68,0.39,13.49
159.35,199.82,12.3,47.44,1.5,0.38,17.94
155.61,199.6,12.05,47.14,1.56,0.36,20.36
152.43,206.45,11.67,46.54,1.63,0.36,17.15
147.36,200.73,12.12,47.17,2.12,0.36,28.2
151.36,207.38,19.37,54.34,4.88,0.35,41.02
148.94,215.08,20.88,55.41,2.0,0.35,51.1
143.16,215.88,20.66,55.19,0.75,0.35,61.06
137.68,211.62,22.28,57.49,1.51,0.34,69.32
123.06,203.12,21.93,56.89,1.58,0.3,75.32
102.86,175.52,18.03,51.52,1.84,0.26,74.9
91.79,154.15,20.76,55.33,1.86,0.22,74.26
81.04,132.82,22.08,57.12,1.15,0.22,72.11
78.16,140.88,22.46,57.61,1.07,0.22,64.9
77.84,153.02,22.42,57.59,1.27,0.25,28.69
111.2,456.9,22.02,57.05,1.68,0.44,3.76
164.01,507.45,21.37,56.1,1.81,0.75,2.62
193.35,485.75,21.58,56.43,1.94,1.0,2.5
372.52,768.22,22.75,58.03,2.37,1.38,2.76
476.63,846.58,22.9,58.27,2.82,1.69,2.1
414.78,683.98,21.64,56.6,3.08,1.78,2.25
364.02,626.03,20.92,55.52,3.3,1.89,1.64
348.87,542.17,20.72,55.22,3.42,1.89,1.51
311.76,437.4,20.78,55.24,3.4,1.82,1.21
277.18,407.42,21.43,56.17,2.87,1.72,1.49
244.93,375.42,21.71,56.64,3.06,1.6,1.46
208.88,309.7,21.74,56.75,3.02,1.44,1.46
86.28,136.3,21.56,56.42,3.19,1.33,1.39
211.02,323.72,21.62,56.46,3.1,1.33,1.79
217.87,327.23,20.78,55.34,3.04,1.22,6.18
186.01,293.65,20.97,55.6,2.72,1.06,26.12
150.06,260.6,20.58,55.0,2.25,0.91,43.41
115.64,208.0,21.69,56.51,2.34,0.73,59.75
80.1,162.57,20.84,55.39,2.03,0.62,59.28
61.56,140.48,20.73,55.26,1.82,0.52,62.95
53.1,103.82,21.09,55.77,1.41,0.45,63.27
46.25,96.68,22.13,57.13,1.92,0.39,59.31
46.29,105.05,22.44,57.59,1.6,0.35,44.41
49.93,130.88,21.69,56.54,1.66,0.36,7.18
100.39,452.0,20.8,55.32,2.08,0.57,2.82
381.86,861.03,20.78,55.3,1.98,0.94,2.42
395.05,781.75,21.68,56.55,2.12,1.23,2.79
413.25,769.38,22.46,57.65,2.13,1.33,1.82
223.01,474.3,22.6,57.83,2.14,1.25,1.43
227.09,339.18,21.32,56.07,2.14,1.05,1.69
136.92,207.5,20.31,54.71,1.98,0.91,2.38
140.88,211.85,20.37,54.79,1.81,0.78,1.5
154.42,206.72,20.92,55.54,1.8,0.71,1.15
147.57,215.1,21.48,56.31,1.67,0.64,1.25
157.3,209.52,21.84,56.78,1.79,0.62,1.12
179.26,260.62,21.2,55.92,1.88,0.62,1.44
222.58,311.2,20.42,54.81,1.9,0.67,1.72
276.65,374.3,20.27,54.64,1.65,0.74,2.77
308.88,439.9,20.42,54.89,1.65,0.74,13.51
237.6,371.48,20.27,54.61,1.38,0.69,30.33
151.29,362.92,19.92,54.13,1.5,0.62,47.86
34.25,107.9,21.69,56.54,1.74,0.54,54.42
57.41,173.45,21.11,55.76,1.61,0.47,82.82
63.92,171.8,21.1,55.8,1.41,0.41,69.99
57.47,155.45,22.4,57.51,1.32,0.36,69.97
53.56,74.3,22.92,58.23,1.18,0.34,73.82
29.22,122.35,22.95,58.35,1.74,0.29,52.08
45.28,165.22,21.47,56.32,1.81,0.32,12.98
84.36,408.42,21.33,56.04,2.24,0.44,1.55
144.01,608.3,21.65,56.53,1.88,0.65,1.98
324.65,790.45,22.54,57.77,2.56,1.04,1.93
511.04,866.7,23.13,58.56,3.57,1.7,1.84
432.07,762.18,21.97,56.95,3.24,1.77,1.45
396.61,619.6,21.65,56.5,3.19,1.81,1.33
367.4,570.15,21.77,56.72,3.02,1.66,1.28
314.12,539.15,22.54,57.74,2.82,1.51,1.37
295.08,478.95,22.54,57.76,2.4,1.37,1.16
302.56,432.32,22.88,58.19,2.46,1.27,1.25
316.75,440.28,21.84,56.81,2.45,1.22,1.33
332.68,499.95,21.82,56.72,2.76,1.24,1.42
384.92,641.72,21.87,56.84,2.92,1.24,1.91
437.98,723.78,21.6,56.62,2.85,1.19,2.37
414.66,601.85,12.03,47.06,2.74,1.04,25.1
361.47,545.67,11.26,45.99,4.34,0.82,57.93
310.1,508.72,8.4,42.02,0.51,0.7,69.25
181.12,297.98,0.26,29.6,3.47,0.4,73.32
108.31,169.18,0.02,29.52,6.85,0.23,75.29
106.22,200.52,0.66,180.3,1.81,0.22,71.47
96.4,253.12,10.29,181.72,3.9,0.35,56.94
127.72,359.4,32.87,48.12,1.7,0.44,44.67
212.64,408.52,33.17,48.78,1.92,0.5,23.04
270.25,437.18,33.07,48.24,1.33,0.5,11.07
290.14,458.95,33.11,48.46,1.47,0.58,3.6
286.52,457.45,32.84,48.6,1.51,0.61,23.01
260.16,410.9,33.32,48.44,1.58,0.6,26.47
250.07,369.05,33.08,48.75,1.91,0.58,24.88
236.11,317.17,32.74,48.41,1.98,0.55,33.74
215.14,286.75,33.16,49.18,2.09,0.5,33.76
217.74,289.18,32.77,48.55,2.2,0.48,34.53
232.26,291.55,32.76,48.0,1.3,0.45,36.26
208.83,289.25,33.02,48.94,1.15,0.45,35.36
199.62,283.1,33.0,48.68,1.2,0.46,30.06
215.76,288.35,33.03,48.79,1.2,0.46,26.36
238.32,309.65,32.86,48.65,1.47,0.46,33.67
261.67,330.1,32.9,48.83,1.4,0.44,41.26
246.3,379.5,33.41,48.36,1.72,0.42,49.89
215.3,411.32,32.77,75.47,1.55,0.41,50.14
197.55,379.42,4.22,45.94,0.94,0.4,57.42
208.23,345.3,0.21,0.02,1.58,0.4,57.76
200.43,307.45,1.21,0.01,1.26,0.35,64.02
139.02,285.4,0.16,0.01,3.41,0.26,61.96
129.16,279.88,4.77,1.55,2.17,0.24,53.18
115.57,264.5,9.08,3.0,2.13,0.25,41.6
122.26,272.08,9.27,3.0,2.62,0.28,29.75
144.95,290.65,9.9,3.0,1.82,0.35,35.59
166.95,302.85,9.98,3.01,1.73,0.38,39.27
179.44,298.6,9.88,3.0,1.54,0.4,38.55
172.84,287.4,9.21,3.0,1.56,0.41,41.84
164.86,271.33,9.01,3.03,1.62,0.4,36.9
161.49,249.48,9.3,2.99,1.73,0.4,46.42
165.7,238.6,9.89,2.99,1.78,0.39,46.9
172.2,245.22,9.93,3.0,1.73,0.39,41.74
176.68,248.72,9.74,3.01,1.67,0.37,41.96
177.14,250.72,9.11,3.0,1.67,0.38,24.2
189.39,261.3,9.04,3.0,1.68,0.4,9.32
223.68,280.88,9.39,3.0,1.65,0.43,9.91
244.24,304.23,9.92,3.0,1.29,0.44,16.51
253.34,312.95,9.94,3.0,1.48,0.48,24.15
258.74,317.15,9.83,3.0,1.54,0.48,32.64
247.98,317.35,9.0,2.99,1.68,0.47,40.99
235.2,307.32,8.91,3.0,1.54,0.52,34.54
241.26,300.62,9.9,3.0,1.5,0.59,53.46
240.16,298.98,9.98,3.0,1.43,0.55,55.63
203.35,271.8,9.74,3.0,1.52,0.5,59.88
143.52,215.15,10.09,3.0,2.24,0.32,55.66
110.84,186.28,9.99,3.0,1.58,0.28,37.87
88.02,190.42,9.14,3.0,1.27,0.22,30.64
51.62,177.75,9.5,3.01,1.73,0.22,19.43
41.87,144.62,9.96,3.01,1.38,0.23,13.99
40.91,121.08,9.99,3.0,1.06,0.25,11.3
49.3,111.55,9.3,3.0,1.04,0.3,1.57
59.18,103.5,8.72,3.01,0.96,0.34,1.36
62.58,103.18,8.98,3.0,1.69,0.37,1.18
72.01,106.32,9.74,3.0,1.89,0.4,1.02
80.64,109.75,10.24,3.0,1.94,0.41,1.12
86.97,117.38,10.25,3.0,1.8,0.42,1.18
87.19,120.42,9.36,3.0,1.32,0.44,1.15
80.72,127.98,8.98,3.01,1.31,0.44,1.4
90.08,144.98,9.11,3.0,1.57,0.44,1.29
115.27,161.22,9.96,3.01,1.21,0.44,1.38
150.56,186.68,10.26,3.0,2.04,0.46,1.48
186.02,212.78,10.12,3.0,2.05,0.61,2.72
188.08,220.42,9.07,3.0,1.97,0.6,6.83
173.75,224.12,8.72,3.0,1.46,0.56,20.28
166.33,219.42,9.36,3.0,2.29,0.46,28.83
165.86,206.35,10.84,3.0,2.84,0.41,43.36
157.57,183.55,11.68,3.01,3.02,0.36,53.7
140.31,160.22,12.1,3.0,3.0,0.27,64.11
120.57,155.65,10.9,3.01,1.0,0.22,60.43
97.07,148.45,10.69,3.01,1.31,0.2,45.98
78.27,131.3,10.66,3.0,1.12,0.22,28.09
75.39,129.55,10.02,3.01,1.23,0.26,12.77
85.63,146.73,10.0,3.0,1.14,0.29,9.2
101.76,168.73,10.07,2.99,1.09,0.33,7.14
115.06,180.77,10.6,2.99,1.38,0.38,1.96
118.72,193.15,11.07,3.0,1.5,0.4,1.5
120.01,201.85,8.82,3.0,1.15,0.41,1.3
117.67,187.15,8.14,3.0,1.22,0.4,1.91
114.16,175.2,8.13,3.0,1.1,0.38,1.43
113.31,173.58,8.23,2.99,1.36,0.36,2.3
122.24,175.95,8.65,2.99,1.47,0.34,2.67
146.12,187.55,8.99,3.0,1.52,0.35,1.38
166.79,201.1,8.76,3.3,1.22,0.35,3.06
162.08,193.62,8.21,11.99,1.05,0.34,3.7
155.58,182.58,8.21,12.0,1.68,0.33,10.8
153.11,183.62,8.25,12.0,1.83,0.32,19.26
136.64,164.8,8.83,12.01,2.06,0.32,32.67
40.97,63.1,9.03,12.0,2.08,0.3,44.66
105.04,155.98,9.24,12.0,2.53,0.26,53.85
100.77,138.27,10.1,12.0,2.5,0.22,59.11
84.54,123.25,9.8,12.01,2.38,0.19,60.62
53.93,102.12,9.0,12.0,2.04,0.15,61.02
45.12,93.15,7.92,12.0,0.41,0.16,58.9
46.2,106.7,7.88,12.0,1.14,0.18,54.23
48.16,104.15,8.26,12.0,1.52,0.19,35.82
60.74,115.28,8.44,11.99,1.51,0.22,22.09
69.81,130.45,8.5,11.98,1.45,0.25,8.36
83.8,157.5,8.22,12.01,1.53,0.3,12.73
104.48,174.22,8.07,12.0,1.56,0.34,10.41
134.46,210.4,8.1,12.0,1.65,0.38,4.74
161.96,237.32,9.04,12.0,1.5,0.39,8.69
178.82,251.65,9.1,12.0,1.46,0.38,10.91
192.71,248.38,9.13,12.0,1.48,0.37,14.64
178.91,237.28,8.84,12.0,1.37,0.36,14.82
175.07,227.52,8.67,11.99,1.26,0.34,15.72
176.3,221.32,8.72,12.0,1.38,0.34,16.56
175.8,212.1,9.06,12.0,1.31,0.32,15.56
168.11,208.22,9.14,11.99,1.37,0.32,17.11
155.81,206.75,9.11,11.99,1.06,0.32,21.01
162.32,222.95,8.76,11.99,0.94,0.32,30.74
163.84,217.9,8.54,12.0,1.67,0.32,41.44
128.99,162.82,26.17,21.25,2.51,0.26,68.67
119.94,177.08,26.09,21.5,3.0,0.23,70.22
114.56,168.0,25.89,21.08,1.58,0.23,71.62
93.74,153.75,26.15,20.95,0.69,0.23,67.89
87.77,145.75,26.42,21.14,0.68,0.23,62.16
95.15,141.02,26.51,21.91,0.82,0.25,32.75
100.7,168.15,26.62,21.33,0.92,0.29,13.46
122.58,204.62,24.62,21.59,1.42,0.39,2.68
181.21,533.6,25.86,21.74,1.86,0.74,0.86
381.93,772.58,26.67,20.94,2.36,1.08,0.55
371.44,687.22,26.48,20.21,2.61,1.3,0.15
388.79,676.25,26.22,21.22,2.07,1.39,0.27
366.29,594.28,25.09,21.77,2.17,1.46,0.38
347.86,491.95,26.18,21.23,2.28,1.43,0.15
302.97,416.12,25.78,21.58,2.2,1.3,0.04
310.34,390.3,25.64,21.78,2.14,1.12,0.06
292.99,362.5,25.45,21.92,2.03,0.98,0.13
237.53,335.3,12.38,34.48,1.86,1.08,0.03
278.94,361.28,12.77,33.98,2.06,1.0,0.42
366.77,517.68,13.04,34.27,2.58,1.03,0.41
332.99,424.3,13.46,33.97,2.56,0.93,15.14
220.27,305.88,12.81,34.03,2.04,0.82,39.58
178.65,244.05,13.11,34.22,1.72,0.72,58.3
140.66,214.95,13.35,34.04,1.94,0.48,90.41
133.51,194.52,12.77,34.01,1.22,0.32,79.54
106.59,149.78,13.38,34.28,1.18,0.29,71.1
72.24,103.28,13.25,33.94,1.07,0.26,70.06
51.4,113.9,13.64,34.28,0.62,0.26,66.78
55.52,75.1,13.14,33.96,0.86,0.19,49.94
48.94,164.4,13.2,34.58,0.68,0.23,5.26
78.57,597.72,12.96,34.02,1.6,0.42,0.16
128.17,590.17,13.25,33.96,1.55,0.56,1.32
180.23,465.72,13.08,34.48,1.83,0.68,1.5
181.4,403.05,12.98,34.04,1.7,0.69,11.13
161.47,245.28,12.26,33.97,1.55,0.66,12.97
152.85,220.02,12.64,34.13,1.57,0.6,16.36
139.17,189.5,13.1,34.14,1.62,0.56,28.37
134.65,168.38,13.07,34.02,1.58,0.5,27.96
132.38,157.08,12.77,34.17,1.61,0.47,30.31
123.46,171.52,12.93,34.06,1.24,0.44,24.57
119.86,171.12,13.31,34.19,1.34,0.43,4.43
124.74,162.93,13.13,33.89,1.34,0.44,0.65
145.26,247.28,13.13,33.98,1.5,0.5,0.54
187.74,372.1,12.62,34.27,1.83,0.55,9.29
212.74,332.4,12.74,30.47,1.72,0.58,34.5
206.27,300.4,9.45,12.0,2.01,0.52,48.26
180.57,238.72,10.42,11.99,2.24,0.38,60.33
152.17,245.98,10.54,12.0,0.3,0.33,74.24
114.15,174.9,9.34,12.0,0.94,0.28,66.46
68.46,126.07,9.05,12.0,0.93,0.26,72.19
49.82,110.9,9.07,12.0,0.88,0.25,75.7
52.92,124.55,9.9,12.0,1.84,0.25,77.22
67.71,129.68,10.46,12.01,1.46,0.24,74.24
77.17,145.4,9.52,12.0,1.37,0.26,48.17
69.44,193.62,9.31,12.0,1.74,0.3,17.69
98.59,256.95,9.06,12.01,1.38,0.38,6.73
148.92,321.45,9.12,12.0,2.03,0.52,0.92
210.38,449.95,9.8,11.99,2.16,0.66,0.52
262.65,399.75,10.09,12.01,2.14,0.75,0.09
251.22,353.72,8.9,12.01,2.0,0.78,4.08
212.25,282.77,8.18,12.0,1.8,0.76,0.61
188.08,227.23,8.0,12.0,1.79,0.76,0.21
194.56,265.05,8.09,11.99,1.97,0.77,0.15
213.42,323.4,8.68,12.0,2.17,0.78,0.18
226.95,332.7,8.94,12.01,2.3,0.78,0.15
251.85,320.2,8.9,11.99,2.08,0.75,0.14
257.83,348.8,8.14,11.99,2.06,0.75,0.14
259.38,349.35,8.07,12.0,2.0,0.76,0.98
300.34,400.05,8.21,12.0,2.29,0.82,6.06
349.76,476.18,8.83,12.0,2.84,0.88,17.9
414.4,603.15,8.87,12.0,2.28,0.94,47.56
391.9,447.92,8.72,11.99,2.03,0.86,67.4
188.86,296.4,7.95,12.0,1.49,0.75,76.78
95.35,162.77,7.86,12.0,2.21,0.41,84.0
81.5,133.9,0.7,6.06,1.12,0.31,85.08
123.25,157.88,26.53,12.0,1.23,0.36,72.47
116.85,180.28,29.74,12.0,1.56,0.37,36.02
132.16,243.88,30.12,12.0,1.46,0.4,14.23
146.56,283.58,30.04,12.01,1.82,0.45,1.4
195.53,398.83,29.87,12.0,1.72,0.63,1.28
210.22,370.95,29.64,12.0,2.01,0.74,1.18
228.38,358.65,29.61,12.0,2.26,0.78,1.22
238.57,355.12,30.1,11.98,1.56,0.82,1.22
250.1,317.8,30.53,12.0,1.82,0.82,1.13
233.12,302.38,30.42,12.0,1.88,0.8,1.2
238.89,293.25,30.23,12.01,1.42,0.78,1.04
257.36,292.42,29.92,11.99,1.94,0.74,1.23
275.72,335.0,29.91,11.98,2.13,0.73,1.24
293.68,355.18,30.12,12.0,2.37,0.72,1.31
321.9,384.7,30.54,11.99,2.53,0.76,1.31
348.96,442.2,30.46,12.0,2.37,0.8,1.1
371.68,476.38,27.66,10.33,2.1,0.81,3.64
361.57,483.05,24.22,8.0,2.54,0.76,16.47
306.46,416.33,25.15,8.0,2.16,0.67,43.66
268.2,331.6,24.66,8.0,1.79,0.6,60.26
224.85,316.68,24.12,8.0,1.61,0.57,75.39
271.39,377.05,24.15,8.0,2.03,0.52,100.02
214.88,322.15,25.08,8.0,2.13,0.44,97.84
160.44,284.68,25.44,7.99,2.22,0.37,85.5
162.08,229.95,25.48,8.0,1.18,0.35,69.0
154.92,238.7,24.51,8.0,1.28,0.38,30.86
151.98,279.15,24.14,7.99,1.27,0.47,4.62
205.89,496.98,24.27,7.99,1.65,0.58,1.53
279.65,627.17,25.07,8.01,2.54,0.94,1.36
336.74,732.22,25.55,8.01,3.27,1.29,1.27
370.22,706.3,25.54,8.0,3.36,1.57,1.08
377.17,694.6,23.76,7.98,3.05,1.74,1.2
384.74,639.62,23.59,8.0,3.07,1.83,1.22
385.5,643.28,23.72,8.0,3.27,1.77,1.25
388.42,559.2,24.36,8.01,3.22,1.59,1.54
378.32,510.48,24.82,8.0,3.42,1.38,1.05
136.48,240.65,24.76,8.0,2.86,1.16,1.14
89.17,113.1,23.7,8.02,2.66,1.02,1.09
87.34,168.72,23.56,7.99,2.5,0.91,1.74
137.7,172.22,23.77,8.01,1.72,0.87,1.46
205.93,214.12,22.98,8.0,1.62,0.83,2.42
218.7,258.77,20.86,8.0,1.87,0.79,8.59
278.35,304.85,20.29,8.0,1.72,0.77,25.54
268.01,378.28,19.66,8.0,6.49,0.51,94.05
224.03,339.85,19.78,8.01,3.72,0.53,107.92
200.52,302.78,20.48,7.99,3.98,0.38,114.76
158.58,314.48,20.9,9.71,2.0,0.26,93.88
108.06,205.48,19.37,14.01,2.5,0.26,70.49
53.68,181.3,19.06,14.0,2.92,0.3,24.92
92.55,430.6,19.08,14.0,3.17,0.45,2.32
196.42,776.68,18.96,14.0,1.96,0.64,2.0
279.86,674.7,18.64,14.0,2.46,0.84,1.33
323.48,746.08,18.63,14.0,2.54,1.03,1.22
314.96,575.1,18.68,14.0,2.46,1.08,1.13
272.42,408.58,19.1,13.99,2.7,1.07,1.0
263.65,410.8,19.16,14.0,2.61,1.06,1.29
268.58,365.22,19.0,13.99,2.4,1.04,1.2
264.27,381.62,18.69,14.0,2.32,1.01,1.18
270.11,356.92,18.64,14.0,2.06,0.94,1.22
254.86,310.38,18.72,14.0,2.32,0.92,1.34
267.32,376.2,19.16,14.0,2.57,0.97,1.14
310.08,449.7,19.22,13.99,2.95,1.12,1.44
540.25,697.08,18.92,14.0,1.8,1.23,2.06
436.68,575.62,18.64,14.0,1.72,1.19,17.11
389.05,560.45,18.57,13.99,1.6,1.08,51.9
287.88,420.58,18.8,14.01,1.52,0.55,59.14
173.64,303.2,18.91,14.0,1.92,0.44,67.72
171.14,318.28,18.89,14.01,1.3,0.43,79.47
164.48,277.05,18.6,14.01,1.08,0.43,81.5
154.36,244.55,18.37,14.0,1.43,0.42,87.35
139.34,282.3,18.32,14.0,2.2,0.41,87.57
120.65,251.9,18.73,14.01,2.39,0.38,54.19
120.94,303.77,18.97,14.0,2.36,0.4,13.31
180.33,621.88,18.94,14.01,2.32,0.54,1.25
243.94,705.85,18.54,14.0,1.76,0.76,1.18
308.68,864.6,18.35,13.99,2.28,1.09,1.57
392.63,803.42,18.8,13.99,3.0,1.46,1.3
319.96,633.42,19.06,13.98,2.86,1.4,1.33
285.54,486.62,18.98,14.0,2.56,1.33,1.3
264.78,454.68,18.48,14.0,2.55,1.27,1.27
259.13,378.12,18.36,14.0,2.34,1.2,1.17
243.49,360.42,18.42,14.0,2.45,1.1,1.21
238.34,358.58,18.82,14.0,2.76,1.04,1.22
261.16,358.78,19.11,14.0,2.86,1.02,1.14
262.44,390.15,18.92,14.0,2.56,1.04,1.39
302.02,491.78,9.95,7.51,2.12,1.06,1.58
333.18,487.15,10.25,7.16,2.63,0.81,16.38
305.78,466.45,13.8,14.01,1.72,0.61,48.35
88.22,260.73,16.3,14.0,3.14,0.61,73.93
102.78,253.58,16.9,14.0,3.42,0.56,80.05
103.29,254.52,8.42,7.18,1.25,0.55,75.05
100.58,252.5,0.73,13.92,0.48,0.57,56.08
218.86,364.82,19.06,14.01,1.51,1.71,0.2
224.44,378.62,19.08,13.99,1.63,1.78,0.08
230.42,390.92,18.98,14.0,1.38,1.78,0.04
236.51,371.02,18.98,14.0,1.51,1.81,0.36
237.98,372.9,19.06,14.0,2.5,1.83,0.2
238.91,354.48,19.08,14.0,2.75,1.85,0.04
241.46,347.15,19.06,14.0,2.58,1.85,0.22
249.14,378.1,18.98,14.0,2.7,1.91,0.4
283.68,534.75,18.95,13.99,2.33,2.12,0.67
321.86,630.38,18.87,13.98,2.4,1.75,21.0
309.69,469.42,18.67,14.0,2.28,1.44,51.63
274.59,322.62,18.61,14.0,2.41,1.03,66.01
222.67,259.38,18.66,14.0,2.3,0.74,74.14
179.82,234.12,18.77,14.0,2.52,0.74,78.9
141.02,194.25,18.8,14.0,2.59,0.7,80.84
112.06,175.08,19.02,14.0,2.96,0.57,86.1
97.11,186.75,21.42,17.1,1.0,0.53,115.12
106.06,234.05,22.71,19.0,1.83,0.68,94.97
135.38,295.25,22.76,19.01,1.96,0.73,62.49
166.87,314.15,23.64,19.01,2.84,0.8,27.38
187.24,328.8,24.14,19.01,2.33,0.9,11.0
184.9,393.68,24.09,18.99,2.08,1.08,1.92
176.34,469.7,23.02,18.99,1.93,1.33,0.5
183.83,489.4,22.74,19.01,2.24,1.51,0.53
191.8,461.4,23.02,19.0,2.6,1.56,0.11
201.03,384.78,23.74,19.0,2.8,1.51,0.83
208.22,333.98,24.24,19.0,2.89,1.43,0.44
212.34,324.42,24.16,18.99,2.46,1.41,0.11
222.26,342.92,23.11,19.0,2.02,1.39,0.33
236.16,367.78,22.96,19.0,2.07,1.4,0.09
264.34,422.38,23.13,19.0,2.11,1.38,0.2
322.84,495.28,23.74,18.98,2.61,1.37,0.6
393.61,540.0,24.15,19.01,2.85,1.36,1.46
444.27,575.9,24.04,19.0,3.28,1.54,4.12
493.19,641.17,16.28,12.32,4.85,2.02,18.31
494.2,625.8,12.75,8.98,1.84,1.97,52.82
360.42,473.82,13.05,9.01,1.85,1.69,92.33
177.63,273.08,13.28,9.0,1.83,1.35,88.97
92.39,154.25,13.89,8.99,1.81,0.93,86.15
76.15,147.25,13.72,9.0,1.87,0.64,85.05
79.25,162.88,13.08,9.0,1.22,0.56,81.12
76.32,147.07,13.11,9.01,2.26,0.52,69.96
85.68,174.9,13.56,9.0,2.84,0.54,41.05
102.12,288.85,14.24,9.0,3.12,0.66,2.7
152.75,474.3,14.34,9.0,2.09,0.95,0.34
192.5,620.8,13.87,9.0,2.28,1.54,0.43
259.06,844.08,13.22,9.0,3.06,2.53,0.38
317.28,883.5,13.19,9.0,3.5,3.06,0.23
283.97,682.02,13.27,8.99,3.64,3.02,0.25
279.49,535.12,13.78,9.0,4.0,3.05,0.2
264.88,464.75,13.99,9.01,3.82,2.98,0.11
230.36,412.3,13.26,9.0,3.57,2.87,0.5
216.11,364.82,12.77,9.01,3.25,2.69,0.23
215.54,342.88,12.79,9.0,3.04,2.47,0.12
221.88,381.7,13.24,9.0,3.14,2.2,0.46
260.54,470.22,13.66,9.0,3.4,2.07,0.14
309.66,584.22,13.9,9.0,2.97,2.06,0.63
340.01,627.1,13.14,8.99,15.34,1.9,1.43
350.83,570.12,16.74,13.06,2.55,1.74,18.43
316.61,464.17,17.77,14.0,2.12,1.49,64.38
250.1,362.22,18.42,14.0,2.3,1.15,90.41
180.46,255.5,18.34,13.99,1.6,0.74,95.6
133.25,186.05,17.88,13.99,1.87,0.67,110.49
126.52,204.92,17.56,14.0,2.01,0.6,114.38
123.29,221.6,17.34,14.0,1.82,0.56,100.26
107.7,188.38,17.32,14.0,1.07,0.58,82.6
105.95,204.2,17.39,14.01,0.52,0.62,42.1
108.9,261.92,17.4,14.0,0.69,0.7,8.22
139.12,535.17,17.41,14.0,2.22,1.21,1.06
183.3,732.08,17.41,14.0,2.43,1.7,0.59
200.13,548.72,17.41,14.0,3.0,2.17,0.2
219.52,604.3,17.45,14.0,3.22,2.65,0.48
232.08,575.25,18.02,14.0,2.64,2.79,0.19
235.43,485.68,18.01,14.0,3.0,2.82,0.3
236.23,432.78,18.04,13.99,3.29,2.74,0.22
247.69,435.5,18.03,13.99,3.22,2.53,0.22
258.31,444.02,18.01,14.0,2.93,2.28,0.19
263.34,436.98,18.0,14.0,2.88,2.1,0.06
270.09,425.18,18.05,14.0,2.81,1.93,0.36
294.15,469.52,18.02,14.0,2.72,1.9,0.27
348.26,573.22,18.02,14.0,3.83,1.95,0.54
415.1,654.7,29.1,99.36,4.2,1.9,2.76
462.02,677.78,41.06,182.9,7.21,1.74,22.36
454.62,606.65,41.1,182.17,5.0,1.6,59.7
414.63,512.58,28.03,103.97,2.93,1.43,71.36
361.0,414.9,14.96,20.01,3.42,1.3,71.84
62.1,173.55,14.84,20.06,1.94,0.75,82.22
93.01,244.18,14.98,20.06,1.68,0.74,74.58
93.22,202.9,14.8,20.06,1.4,0.7,68.22
96.7,189.45,15.04,20.13,1.41,0.75,47.41
109.56,206.92,15.32,19.99,1.33,0.83,21.87
128.04,234.4,14.78,20.03,2.13,0.95,3.0
144.14,278.32,15.0,19.77,2.2,1.25,0.24
173.98,390.7,14.83,19.88,2.51,1.72,0.17
190.43,518.25,15.38,19.89,2.39,2.14,0.04
232.59,471.95,14.92,20.22,2.32,2.26,0.01
252.24,418.28,14.94,20.01,2.45,2.23,0.4
273.8,369.48,14.93,20.08,2.66,1.98,1.52
275.72,307.55,15.09,19.94,2.5,1.76,0.09
253.86,283.62,15.03,20.04,1.92,1.66,0.19
196.69,243.77,15.11,20.12,1.68,1.58,0.08
150.86,161.32,15.0,20.12,1.76,1.5,0.12
128.3,137.5,15.08,20.15,1.63,1.4,1.36
108.19,111.0,15.04,20.01,2.24,1.32,2.1
114.66,138.62,14.9,19.89,2.02,1.27,3.14
137.81,208.9,15.1,19.99,1.18,1.25,20.62
162.87,245.25,15.18,20.34,1.86,1.18,34.28
168.15,258.67,15.1,20.14,1.55,1.07,61.22
149.87,257.17,15.09,20.22,2.33,0.98,63.39
113.45,213.42,15.16,19.92,1.5,0.68,67.2
81.31,151.0,14.61,20.2,1.91,0.49,75.14
86.42,167.1,14.99,20.04,2.34,0.56,79.72
99.65,152.2,15.3,20.05,2.4,0.58,61.26
97.55,169.8,14.9,20.23,2.66,0.59,33.51
94.22,207.38,15.13,19.77,2.58,0.69,6.32
